,index,title,description,price,details,parent_asin
294,89325,MAELYS VIRTUE Neck Firming Cream,,54.0,"{'Brand': 'MAELYS', 'Item Form': 'Cream', 'Unit Count': '1.76 Ounce', 'Number of Items': '1', 'Use for': 'Face', 'Package Dimensions': '3.46 x 3.39 x 2.8 inches; 1.76 Ounces', 'Item model number': 'B07PBWVV5K', 'Manufacturer': 'B4Y LABORATORIES LTD'}",B07PBWVV5K
295,89418,"Mr. Pristine Organic Beard Shampoo with Natural Essential Oils for Moisturizing Skin & Hair, 8.5 oz.",,,"{'Brand': 'Mr. Pristine', 'Item Form': 'Liquid', 'Hair Type': 'Color Treated', 'Scent': 'Peppermint', 'Age Range (Description)': 'Adult', 'Package Dimensions': '5.21 x 2.8 x 2.3 inches; 7.76 Ounces', 'UPC': '627843801832', 'Manufacturer': 'Mr. Pristine'}",B085J24382
296,89532,6 Pack Soft Headband BEoffer Coral Fleece Women Makeup Spa Head Bands Turban Fashion Bow Bowknot Hairlace Headwear Wash Face Hair Holder Elastic Top Knot Bandage Girl Baby Hair Accessories 6 Colors,,,"{'Age Range (Description)': 'Baby', 'Material': 'Elastic', 'Fabric Type': 'Fleece', 'Number of Items': '6', 'Recommended Uses For Product': 'Face Makeup', 'Product Dimensions': '7.28 x 1.97 x 0.67 inches; 1.16 Ounces', 'Item model number': 'BH-002', 'UPC': '799899729252'}",B082NKQ4ZT
297,89536,Women Ultra Smooth Razor Womens Razors for Shaving Comfortable handle 5-blade Razor + 2 Refill Blades for a Smooth and safety Shave Reusable Razors for Girls Women,,,"{'Package Dimensions': '8 x 5 x 1 inches; 7.41 Ounces', 'UPC': '607816401771'}",B095C1WF44
298,89751,"2 Pack Foundation Full Coverage Liquid Foundation, Foundation Primer, 4 Makeup Sponge, Cosmetic Bag, 24HR Matte Oil Control Concealer Foundation (Nude #102+Buff Beige #104)",,,"{'Item Form': 'Liquid', 'Color': 'Beige', 'Skin Type': 'All', 'Finish Type': 'Matte', 'Recommended Uses For Product': 'Makeup Sponge', 'Product Dimensions': '7.48 x 0.79 x 5.51 inches; 8.47 Ounces'}",B08SBV6Z57
299,89900,"lorelo 20 pieces Hair Curlers, Hair Rollers Spiral Curls Styling Kit No Heat Hair Curlers with Styling Hooks for Girls Woman",,,"{'Number of Items': '20', 'Material': 'Silicone', 'Brand': 'Lorelo', 'Unit Count': '1.00 Count', 'Package Dimensions': '10.59 x 9.02 x 2.8 inches; 9.59 Ounces', 'UPC': '619156721396'}",B087FTZSZH
300,90034,Hetianmei® Pink Rhinestone Headbands for Women，Jewel Headband，Bling Diamond Headbands Crystal Fashion Sparkly Jeweled Thick Headbands for Woman,,,"{'Color': 'Pink', 'Age Range (Description)': 'Adult', 'Material': 'Crystal Rhinestone, Crystal', 'Fabric Type': 'Velvet', 'Number of Items': '1', 'Product Dimensions': '6.69 x 5.51 x 1.38 inches; 3.53 Ounces'}",B08HQSK576
301,90418,"DeepDream Portable Electric Nail Drill - Professional Efile Nail Drill Kit For Acrylic, Gel Nails, Manicure Pedicure Polishing Shape Tools with 11Pcs Nail Drill Bits and 36 Sanding Bands",,,"{'Brand': 'Deep Dream', 'Power Source': 'Battery Powered', 'Maximum Rotational Speed': '20000 RPM', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '8 x 4 x 2.6 inches; 10.41 Ounces', 'UPC': '191762584966', 'Manufacturer': 'Deep Dream'}",B088NVJSJT
302,90420,Women Facial Razor for Hair Removal - Dermaplaning Tool Peach Fuzz Trimmer Womens Fine Hair Remover Eyebrow Razors and Dermaplane Face Shavers Women's Exfoliating for Sensitive Skin Essential Travel,MODEMODE Women's Facial Razor Home Dermaplaning - Eyebrow Razor For Women Face Peach Fuzz Hair Removal Womens Face Exfoliating At Daily Eyebrow Shaping Tool,7.49,"{'Brand': 'MODEMODE', 'Number of Blades': '1', 'Unit Count': '5.0 Count', 'Skin Type': 'Sensitive', 'Number of Items': '1', 'Package Dimensions': '5 x 1.2 x 0.5 inches; 1.59 Ounces', 'Manufacturer': 'MODEMODE'}",B07R3BMYBG
303,90493,"1513 by LA LA LEAF - All Natural Facial Cream, 750mg Quick Absorbing Hemp Moisturizer with Rosehip, Carrot Seed and Provitamin B5 - Smooths Wrinkles for Firm Glowing Skin - Paraben-free, Cruelty-free, Vegan",,,"{'Brand': 'LA LA LEAF', 'Item Form': 'Cream', 'Unit Count': '1.00 Fl Oz', 'Number of Items': '1', 'Use for': 'Whole Body', 'Package Dimensions': '7.1 x 3.2 x 2 inches; 2.4 Ounces'}",B08C37KWRR
304,90784,"1800 Watt Hair Dryer with Diffuser Hot and Cool Settings 2 Speed Adjustable Negative Ionic Hair Blow Dryer 2 Smoothing Concentrators and 1 Hair Scalp Massager Shampoo Brush for Curly Hair,Woman,Kids",,,"{'Brand': 'Lassie', 'Wattage': '2000 watts', 'Power Source': 'Corded Electric', 'Special Feature': 'Comb, Massage, Hot, Blow', 'Included Components': 'Diffuser, Concentrator', 'Product Dimensions': '11.4 x 9.4 x 3.7 inches; 2.43 Pounds', 'Manufacturer': 'Lassie'}",B082VYX7G8
305,90790,"VILLAGE11FACTORY Cica Cream, Centella Soothing and Repairing Cream for Dry and Irritated Skin, Moisturizer, Anti-Wrinkles, Lightweight, Relieves Irritated Skin, Fragrance Free, Dermatologically Tested, 1.69 fl oz 50ml",,13.89,"{'Brand': 'VILLAGE11FACTORY', 'Scent': 'Fresh', 'Item Form': 'Cream', 'Active Ingredients': 'hyaluronic_acid', 'Unit Count': '1.7 Fl Oz', 'Package Dimensions': '5.2 x 1.97 x 1.46 inches; 2.47 Ounces'}",B0859CYSTM
306,91451,"MIZON Cicaluronic Line, Cicaluronic Cleansing Balm, Makeup Remover, Centella Asiatica,Hyaluronic Acid, One Step Cleansing (2.7 fl oz)",,18.0,"{'Package Dimensions': '2.99 x 2.91 x 2.05 inches; 6.74 Ounces', 'Item model number': '8809606850345'}",B08L3J4FB9
307,91599,"Color Me Cosmetics Gel Manicure Kit with LED Lamp - DIY Gel Nail Starter Set with Prep, Base and Top Coat, 2 Gel Polish Colors & Nail Tools - Beginner Nail Kit with Everything You Need Made in USA*",,,"{'Material': 'Acrylic', 'Brand': 'Color Me Cosmetics', 'Included Components': 'Top Coat, Nail File', 'Finish Type': 'Glossy', 'Item Form': 'Gel', 'Package Dimensions': '8.6 x 7.6 x 2.7 inches; 1.4 Pounds'}",B0813ZQG3T
308,91857,"Face Lift Tapes for Instant Face, Neck and Eye Lift Kit Tape",,,"{'Brand': 'C CRYSTAL LEMON', 'Unit Count': '40.00 Count', 'Skin Tone': 'All', 'Package Dimensions': '5.67 x 3.35 x 0.87 inches; 0.6 Ounces', 'UPC': '725330346603'}",B07VG2W8TT
309,92150,Segbeauty empty bottle 290,,,"{'Brand': 'Segbeauty', 'Color': 'Clear', 'Material Type Free': 'Dairy Free', 'Item Weight': '3.4 Ounces', 'Bottle Nipple Type': 'Vented', 'Package Dimensions': '7.99 x 3.19 x 2.24 inches; 3.4 Ounces', 'Item model number': 'AM-160083-03', 'UPC': '701822757553 701822760621'}",B07TLMZL3T
310,92168,3D Mask Bracket - Internal Support Holder Frame Nose Breathing Smoothly- Lipstick Protection Cool Mask Bracket - DIY Face Mask Accessories - 5Pcs (L-Adult),"❤-Outfits Set Include: 1 pack of 5 3D mask bracket (not including mask or cloth, etc.). ❤-Size: about 10*9*4.2cm / 3.9*3.51*1.64 inches, enough space for various masks. ❤-Unique design: designed to fit the face of the nose bridge, breathing more smoothly, breathable and not stuffy. ❤-Ideal Saver for Makeup - It makes the mask not to stick lipstick, protecting your perfect makeup from being messed up.If you wear glasses, 3D Inner Bracket can also prevent the lens from fogging because of more breathing space. ❤ 3D Inner Bracket also suitable for various ma-sks.Using double sided tape or thread to fasten the silicone frame onto the mask can make it work better.",,"{'Package Dimensions': '6.3 x 4.72 x 2.36 inches; 1.41 Ounces', 'UPC': '800914455053', 'Manufacturer': 'Vedory'}",B08FBHNBP1
311,92707,"Purple Shampoo and Conditioner Set - No, Orange, Yellow or Brassy Tones - Best Toner Treatment for Brassiness - Blonde, Grey, Bleached or Silver Hair - Sulfate Free",,,"{'Product Benefits': 'Nourishing,Clean,Gentle', 'Material Type Free': 'Sulfate Free', 'Item Form': 'Gel', 'Brand': 'PURE NATURE LUX SPA', 'Hair Type': 'Color', 'Package Dimensions': '7.68 x 6.06 x 3.19 inches; 2.68 Pounds', 'Item model number': 'PURE NATURE LUX SPA', 'UPC': '765066671143'}",B08RY6S25W
312,93118,"Pretty Frank Natural Deodorant - No Aluminum Deodorant for Women, Men, Teens, & Kids – Paraben Sulfate Free Solid Deodorant Featuring Shea Butter, Coconut Oil, Vitamin E & Baking Soda (Lavender)",,,"{'Brand': 'PRETTY FRANK', 'Item Form': 'Powder', 'Scent': 'Lavender, Coconut', 'Material Feature': 'Natural', 'Number of Items': '1', 'Package Dimensions': '5.87 x 5.12 x 1.14 inches; 4.23 Ounces', 'Item model number': 'DSF-BS-LAV'}",B086M8MZGB
313,93390,Hylunia Hydrate Body Wash - Energizing Blend With Mango 8.5 oz,,,"{'Product Dimensions': '2 x 2 x 5 inches; 11.22 Ounces', 'Item model number': '059ENM-250-R', 'UPC': '185449000313'}",B07YNDWRCB
314,93523,"SAISZE Jaw Exerciser, Facial Fat Burner Double Chin Reducer Eliminator for Jawline Shaper, Neck Muscle Training Helps Face Slimming for Men Women (Blue)",,,{'Package Dimensions': '7.68 x 4.69 x 1.77 inches; 2.4 Ounces'},B08L3W279N
315,93872,2PCS Hair Clips Hairpin Headwear Styling Tools Double Layer Twist Plait Tools Hairstyle Hair Twister Clip Multi-Layer Hollow Woven Double Bangs for Knitting Hair,,,"{'Brand': 'ZDU', 'Hair Type': 'All', 'Age Range (Description)': 'Adult', 'Occasion': 'Wedding, Birthdays', 'Unit Count': '1.00 Count', 'Package Dimensions': '4.68 x 2.4 x 1.06 inches; 0.63 Ounces'}",B08GC5GSNG
316,93885,Wiwoseo Faux Mink Lashes False Eyelashes Dramatic 20MM Long Wispy Cat Eyes Look Lashes 20 Pairs Mixed 2 Styles Fake Eye Lashes Wholesale Pack,,,"{'Brand': 'Wiwoseo', 'Material': 'Faux Mink, Cotton', 'Material Feature': 'Cruelty Free', 'Item Form': 'Pair', 'Mounting Type': 'Eyelash Glue', 'Package Dimensions': '9 x 7.6 x 0.7 inches; 1.59 Ounces', 'Item model number': 'F1507-5'}",B08HCMNLKD
317,94321,"Gel UV Nail Lamp, AsperX 150W LED Nail Dryer Gel Nail Polish Light Curing Lamp Kit Smart Auto-sensing with 10/30/60/99s Timer",,,"{'Brand': 'AsperX', 'Material': 'Gel', 'Item Dimensions LxWxH': '8.9 x 8.03 x 4.33 inches', 'Product Dimensions': '8.9""D x 8.03""W x 4.33""H'}",B085ZRVDKP
318,94456,"Maya Mari -  Castor Oil Shampoo for Women, Strengthening and Moisturizing Shampoo for Coarse, Textured, and Curly Hair, 32 oz",,,"{'Brand': 'MAYA MARI', 'Item Form': 'Liquid', 'Hair Type': 'Damaged Hair,Curly Hair', 'Age Range (Description)': 'Adult', 'Material Type Free': 'Paraben Free', 'Product Dimensions': '4 x 8 x 11 inches; 2 Pounds', 'Item model number': 'MMCACCSP', 'UPC': '850004068229', 'Manufacturer': 'HGI Brands'}",B087ZQG11L
319,94830,"Magnetic Eyelashes with Eyeliner, Invisible Magnetic Mink Magnetic Lashes Kits with 2 Liquid Eyeliner 6 Reusable Waterproof False Eyelashes, Eyelash Tweezers, Best Magnetic Eyeliner for Daily, Party",,,"{'Color': 'Black', 'Brand': 'SISILILY', 'Material': 'Mink Fur', 'Item Dimensions LxWxH': '6.61 x 0.98 x 7.4 inches', 'Material Feature': 'Gluten Free', 'Product Dimensions': '6.61 x 0.98 x 7.4 inches; 5.61 Ounces', 'Item model number': 'Magnetic Eyelashes-01', 'UPC': '763043958041', 'Manufacturer': 'Viciley Cosmetic'}",B08NTD1NM1
320,94878,mold remover gel (3 Pack),,,"{'Brand': 'Yondarli', 'Number of Items': '3', 'Unit Count': '1.0 Fl Oz', 'Package Dimensions': '5.94 x 2.76 x 1.77 inches; 7.13 Ounces'}",B09TTC9Q9W
321,94923,"AUGNORYE 13 Pcs Hair Cutting Scissors Kit, Professional Hair Barber Scissors Kit with Thinning Shears, Home Hair Shears for Women, Men, Kids",,,"{'Brand': 'AUGNORYE', 'Included Components': 'Scissors', 'Unit Count': '1.00 Count', 'Blade Material': 'Stainless Steel'}",B088X2WPTX
322,94954,"Burt's Bees Baby Bath Time Kit with Ultra Gentle Lotion, Bubble Bath, Foaming Shampoo & Wash, Nourishing Baby Oil, and Face & Hand Cloths","Babies deserve a fresh start in life with ingredients from nature that are gentle for their delicate skin. Experience our most popular natural Burts Bees Baby products together in one. Our gentle, effective and natural baby products cleanse, soften and help moisturize babys precious skin safely and naturally. Its easy to make bath time fun with the mild, tear-free bubble bath, then simply cleanse with the foaming 2-in-1 baby shampoo and body wash. Finish by moisturizing with ultra gentle lotion and nourishing baby oil to keep skin soft and fresh. A pack of face and hand cloths is handy for on-the-go cleansing. These baby care essentials are pediatrician tested, gentle enough to use every day and formulated without parabens, phthalates, SLS, petrolatum or synthetic fragrances, so you can feel good about caring for babys delicate skin. This new baby gift basket is a sweet gift for any baby shower occasion.",,"{'Item Form': 'Lotion', 'Skin Type': 'All', 'Brand': ""Burt's Bees"", 'Scent': 'See Individual Packaging', 'Material Feature': 'Cruelty Free', 'Product Dimensions': '11.5 x 6.44 x 3.19 inches; 3.13 Pounds', 'Item model number': 'TU_33789', 'UPC': '792850911796', 'Manufacturer': 'AmazonUs/BURBP'}",B08MC3ZLV4
323,95615,"GENSKIN Generation Skin Hydrating Marine Algae Eye Patches | Hydrate, Plump, Brighten Eye Area 180g/6.34 Oz - 30 pairs",,34.95,"{'Brand': 'GENSKIN', 'Item Form': 'Patch', 'Product Benefits': 'Hydrating', 'Scent': 'Fresh', 'Skin Type': 'Dry', 'Product Dimensions': '3.14 x 3.14 x 1.57 inches; 5.93 Ounces', 'Item model number': '1220601'}",B08KWN77LW
324,95673,"5pcs Nail Art Liner Brushes, Lystaii Dual-ended Painting Nail Design Brush Pen Include Liner Brushes and Dotting Pen Nail Art Point Drill Drawing Brush Double Ended Dotting Tools Set 5,7,9,11,14mm",,,{'Package Dimensions': '9.41 x 3.86 x 0.75 inches; 1.41 Ounces'},B08B3SJNL5
325,95721,"C'est Moi Gentle Cleansing Water | Gentle, Fragrance-Free Cleanser Removes Makeup and Refreshes Skin, Made with Cornflower Water, Aloe Vera, and Strawberry, Kiwi, and Apple Extracts | 5.9 fl oz.",,9.99,"{'Item Form': 'Liquid', 'Skin Type': 'Acne Prone,Sensitive', 'Brand': ""C'est Moi"", 'Scent': 'Kiwi, Strawberry, Unscented, Aloe Vera', 'Age Range (Description)': 'Adult', 'Product Dimensions': '1.84 x 1.84 x 6.06 inches; 7.69 Ounces', 'UPC': '039897626055'}",B086VRRD99
326,95912,"LUXAZA 6 PCS Purple Eyeshadow Stick,Light Shimmer Cream Eyeshadow Crayon,Pro Smoky Waterproof & Long Lasting Eyeshadow Stick Set",,,"{'Brand': 'LUXAZA', 'Item Form': 'Crayon,Cream Eyeshadow', 'Finish Type': 'Metallic', 'Special Feature': 'Waterproof, Long lasting', 'Product Benefits': 'Long Lasting', 'Package Dimensions': '5.83 x 5 x 0.87 inches; 3.21 Ounces'}",B08MPK4JRB
327,95942,KRISNICE Gel Nail Polish Kit- 6 Colors Blue Olive Turquoise Lavender Purple Gel Polish Set Glitter Nail Polish Soak Off LED Gel Nail Kit Nail Art Manicure Salon DIY at Home Gifts for Women (KCS6-010),,,"{'Brand': 'KRISNICE', 'Item Form': 'Gel', 'Color': 'Blue,Olive,Turquoise,Purple', 'Type': 'gel', 'Finish Type': 'Shimmery', 'Special Feature': 'Long Lasting', 'Age Range (Description)': 'Adult', 'Unit Count': '6.00 Count', 'Liquid Volume': '7.3 Milliliters', 'Item Dimensions LxWxH': '5.51 x 3.94 x 0.59 inches', 'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '5.51 x 3.94 x 0.59 inches; 1.41 Ounces', 'Item model number': 'KCS6-010', 'UPC': '613635849250'}",B0895FHBVG
328,96358,"2-Pack Puretize 16.9 Oz Hand Sanitizing Gel w/Pump Tops - Extra Strength 70% Ethyl Alcohol - Moisturizing Formula with Aloe Vera, Vitamin E & Botanical Extracts - Quick Drying Formula",,,"{'Brand': 'Pure Daily Care', 'Unit Count': '33.8 Fl Oz', 'Number of Items': '2', 'Special Feature': 'Moisturizing', 'Scent': 'Unscented', 'Package Dimensions': '7 x 6.5 x 4.5 inches; 1.06 Pounds', 'UPC': '810016711360'}",B087D7MVHB
329,96510,"Magnetic Eyelashes Kit,Magnetic Eyelashes and Eyeliner Kit,with Most Natural Look,12 Pairs Magnetic Eyelashes & 3 Magnetic Eyeliner,Reusable Magnetic Eyelashes,No Glue Need",,,"{'Brand': 'STRONGLO', 'Item Dimensions LxWxH': '6.22 x 5.91 x 1.38 inches', 'Material Feature': 'Glue Free', 'Item Form': 'Pair', 'Mounting Type': 'Eyelash Glue', 'Product Dimensions': '6.22 x 5.91 x 1.38 inches; 3.21 Ounces'}",B08DNCR582
330,96580,"NATWAG Reusable Update Makeup Remover Cloths for Sensitive Skin - Microfiber Face Cloth Makeup Remover | Washable Round Makeup Remover Pads | Natural Facial Towels (2 Pads,2 Cloth) (Purple)",,,"{'Brand': 'Natwag', 'Skin Type': 'Sensitive,All Skin Types', 'Material Feature': 'Reusable', 'Unit Count': '4.00 Count', 'Number of Items': '2', 'Package Dimensions': '12.75 x 9.88 x 0.59 inches; 2.08 Ounces', 'UPC': '745103569978'}",B088LWRYJC
331,96600,"Sparkling Oxygen Mask, Skin Energizing Treatment with Bubbling Action",,,"{'Brand': 'TÓNICA', 'Product Benefits': 'Oxygenating', 'Scent': 'Oxygen', 'Unit Count': '1.7 Fl Oz', 'Number of Items': '1', 'Package Dimensions': '4.61 x 1.46 x 1.42 inches; 2.89 Ounces'}",B08VKQY815
332,96940,"Dr. Au Anti-Aging Face Oil Retinol Serum by Au Natural Skinfood - Promotes Youthful, Glowing Skin | Collagen Boosting Wrinkle Repair | No Oily Residue - Just Soft to the Touch Skin | Day & Night Moisturizing treatment for Men and Women",,,"{'Brand': 'AÚ NATURAL SKINFOOD', 'Item Form': 'Oil', 'Number of Items': '1', 'Skin Type': 'Oily', 'Item Volume': '4 Fluid Ounces', 'Product Dimensions': '0.9 x 0.9 x 3.8 inches; 1.59 Ounces'}",B07NPCT6L5
333,97299,"Coppertone Kids Clear Sunscreen Lotion SPF 50, Water Resistant Sunscreen for Kids, #1 Pediatrician Recommended Sunscreen Brand, Broad Spectrum Sunscreen SPF 50, 5 Fl Oz Tube","Whichever outdoor activity you’re passionate about, Coppertone Kids SPF 50 Clear Sunscreen is on your team. Designed to stay on strong when you sweat, this high-performance sunscreen features a cool and hydrating formula. This Coppertone sunscreen formula protects you from the sun with a durable and water resistant sunscreen (80 minutes) that goes on clear, rubs in quickly and leaves no white residue. Coppertone Kids SPF 50 Clear Sunscreen offers broad spectrum UVA/UVB protection, resists heat, sweat and water, and gives a cooling sensation when applied. Each sunscreen Coppertone creates follows a tradition of trusted, quality sun protection products. Coppertone has been providing continuous innovation for more than 75 years, and is voted the most trusted sunscreen brand.(1) Depend on this tough sunscreen during any outdoor activities, whether you’re sunbathing, strolling along the sand or enjoying ambitious outdoor workouts. Use and reapply Coppertone sunscreen as directed. (1)Voted Most Trusted Sunscreen Brand by American Shoppers Based on the 2022 BrandSpark American Trust Study.",6.94,"{'Scent': 'Berry', 'Product Benefits': 'Hydrating', 'Sun Protection Factor': '50 Sun Protection Factor (SPF)', 'Item Weight': '0.31 Pounds', 'Number of Items': '1', 'Product Dimensions': '3.11 x 1.87 x 6.89 inches; 4.96 Ounces', 'Item model number': '41100586377', 'UPC': '041100586377 072140028282', 'Manufacturer': 'AmazonUs/HL1UU'}",B084ZHP45Y
334,97648,"COSMOCOS FromNature Perfect Cover BB Cream - Light Beighe/Natural Beige SPF 50+ / PA+++ Sun Protection, Natural Skin Tone, High Coverage Korean Cosmetic K Beauty - 50g (1.76 fl oz) (Light Beige)",,,"{'Brand': 'COSMOCOS', 'Item Form': 'Cream', 'Unit Count': '1.72 Fl Oz', 'Number of Items': '1', 'Use for': 'Skin', 'Product Dimensions': '6 x 1.5 x 1 inches; 2.82 Ounces', 'UPC': '364597179540'}",B08DXCVRNY
335,97826,JARGOD 1pcs 100% Kolinsky Sable Acrylic Nails Round Nail Art Brush (size 4),,,"{'Brand': 'JARGOD', 'Handle Material': 'Acrylic', 'Head Material': 'Kolinsky', 'Unit Count': '1.00 Count', 'Package Dimensions': '7.7 x 0.3 x 0.3 inches; 0.63 Ounces'}",B07ZJX5MNJ
336,98104,"MBA Renewing Retinol Serum, 1.7 fl. oz, 0.5% Retinol Hydrates & Brightens Skin's Appearance by Diminishing the Look of Breakouts, Hyperpigmentation, and Signs of Aging by Higher Education Skincare",,,"{'Skin Type': 'All', 'Scent': 'Aloe', 'Brand': 'Higher Education', 'Item Form': 'Serum', 'Unit Count': '1.7 Fl Oz', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '5.5 x 3.4 x 1.5 inches; 3.99 Ounces', 'UPC': '811381034009'}",B07MN1KJ15
337,98130,"Empty Clear Glass Spray Bottles 2-PACK,Refillable 16 oz Containers for Essential Oils, Cleaning Products, Aromatherapy, Misting Plants, or Cooking - Reliable Sprayer with Mist Settings",,,"{'Brand': 'Cherry', 'Material': 'Glass', 'Capacity': '16 Ounces', 'Number of Items': '2', 'Special Feature': 'Mist Spray', 'Package Dimensions': '10 x 6.5 x 3.4 inches; 1.4 Pounds', 'UPC': '791523234156'}",B089CSR3KF
338,98370,"CELIMAX The Real Sedum Aqua Boosting Essence - with 65.33% Sedum Extract, Hyaluronic Acid Complex, 150ml",,,"{'Brand': 'CELIMAX', 'Item Form': 'Liquid', 'Active Ingredients': 'Hyaluronic acid', 'Unit Count': '5.07 Fl Oz', 'Number of Items': '1', 'Package Dimensions': '9 x 3 x 2.25 inches; 9.59 Ounces'}",B084WP4XS8
339,98806,"Eyebrow Stamp Stencil Kit 2 Colors Waterproof and Long Lasting One Step Easy Color Brow Stamp with 24 Eyebrow Stencils, 1 Brush and 1 Razor, Dark Brown and Light Brown",,,"{'Brand': 'Marine Forest', 'Item Form': 'Powder', 'Finish Type': 'Natural', 'Material Feature': 'Natural', 'Product Benefits': 'Long Lasting', 'Product Dimensions': '4.65 x 0.67 x 0.67 inches; 2.4 Ounces', 'Item model number': 'ES7010-2brown', 'UPC': '762403888318'}",B09JLSCTR3
340,98949,SERUM By MERLOT - RESVERATROL - NATURAL ANTI-AGING - DAMAGE CORRECTOR - BOOST COLLAGEN - 1 FL OZ. - DARK CIRCLE CORRECTOR -,,,"{'Product Benefits': 'Anti-Aging', 'Scent': 'Unscented', 'Brand': 'Merlot', 'Item Form': 'Serum', 'Material Feature': 'Natural', 'Package Dimensions': '4.6 x 0.8 x 0.8 inches; 2.4 Ounces', 'UPC': '860219000945'}",B07WNBZQGT
341,99074,"Terre De Mars Resonance Facial Oil, Certified Organic, Plumping and Nourishing Oil for Men and Women, Infused With Coffee and Evening Primrose Oil to Protect and Illuminate Skin, Perfect for All Skin Types, Made in France, Vegan and Cruelty Free (1 FL Oz)",,,"{'Brand': 'TERRE DE MARS', 'Item Form': 'Oil', 'Active Ingredients': 'caffeine,squalane', 'Unit Count': '1.00 Fl Oz', 'Number of Items': '1', 'Product Dimensions': '1.34 x 1.34 x 4.25 inches; 2.89 Ounces'}",B08WCQWP3T
342,99076,"Bath Pillow for Bathtub, Spa Pillows for Neck Head Shoulders Back Support, Thick Bath Tub Cushion with 6 Suction Cups Men Women Breathable Comfort 4D Air Mesh Quick Dry Headrest Bath Accessories",,,"{'Brand': 'Azun', 'Material': 'Mesh', 'Item Dimensions LxWxH': '13 x 11 x 1 inches', 'Product Care Instructions': 'Hand Wash Only', 'Product Dimensions': '13 x 11 x 1 inches; 11.36 Ounces'}",B088ZVSLYP
343,99130,"Gel Nail Polish Set, Holiday Red Black 6 Colors Gel Polish Kit Popular Nail Art Design Soak Off LED Lamp Nail Polish Gel Manicure Kit Gifts Set for Girls Women Professional DIY Home Use",,,"{'Brand': 'Anzuo', 'Item Form': 'Gel', 'Type': 'gel', 'Finish Type': 'Shimmery', 'Special Feature': 'Long Lasting', 'Material Feature': 'Non-Toxic, Cruelty Free', 'Age Range (Description)': 'Adult', 'Unit Count': '6.00 Count', 'Number of Items': '6', 'Package Dimensions': '5.4 x 3.7 x 3.3 inches; 8.78 Ounces', 'Item model number': 'FZ', 'UPC': '738626208554'}",B0876VC4KM
344,99151,"6 Pack Portable travel bottles-30ml Flip Cap Reusable Bottles Keychain Carriers for Travel Outdoor Camping Supplies, Metal Buckle Include, Set of 6",,,"{'Package Dimensions': '8.03 x 5.2 x 2.36 inches; 7.05 Ounces', 'UPC': '653552483120'}",B08G83G24X
345,99645,"Dip Powder Nail Starter Kit 8 Colors Acrylic Dipping Powder System for French Nail Manicure Nail Art Set, Portable Kit for Trave, No LED Nail Lamp Needed…",,,"{'Material': 'Acrylic', 'Brand': 'Colorfairy', 'Included Components': 'Dip Powder, Nail Lamp', 'Item Form': 'Powder', 'Package Dimensions': '5.98 x 4.17 x 2.72 inches; 9.77 Ounces'}",B08SJKR877
346,99693,"Spanature Green Tea Hand & Body Lotion Travel Size Selection, 4 Pack, Revitalizing Moisturizer for Rough and Dry Skin, Nourishing and Gentle for All Skin Types, Made In Korea - 75 ml/2.53oz",,,"{'Brand': 'Spanature', 'Item Form': 'Lotion', 'Active Ingredients': 'Green tea', 'Unit Count': '1.00 Count', 'Number of Items': '4', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '5.9 x 2.1 x 1.9 inches; 8.8 Ounces'}",B01MA3LXIL
347,99881,"4D Silk Fiber Lash Mascara Black, Waterproof Natural Thick Fiber Mascara, Thick Thickening Lengthening, Dramatic Extension Voluminous Eyelashes Mascara, No Clumping, No Smudging Lasting All Day",,,"{'Color': 'black', 'Special Feature': 'Water, Smudge Proof, Non Clumping', 'Brand': 'SIKEMAY', 'Specialty': 'Waterproof, hypoallergenic', 'Unit Count': '1.00 Count', 'Package Dimensions': '7.2 x 4 x 1.1 inches; 2.4 Ounces', 'UPC': '764690676838', 'Manufacturer': 'SIKEMAY'}",B086SSHLWT
348,99944,"LordHighting 240 Pieces Halloween Party/ Ball Press on False Nails with Design, 12 Sizes Medium and Long Full Cover Gloss Fake Nails for Woman and Girls",,,"{'Size': 'Medium', 'Material': 'Plastic', 'Brand': 'LordHighting', 'Style': 'French', 'Coverage': 'Full Well Tips', 'Product Dimensions': '7.68 x 3.35 x 1.06 inches; 3.84 Ounces'}",B09BJM95J7
349,100141,Cherry Blossom Hand & Body Sugar Polish by South of France Clean Body Care | Moisturizing Sugar Scrub for Women | Shea Butter + Sunflower Oil | 8 oz Tube,,11.95,"{'Brand': 'South of France Natural Body Care', 'Product Benefits': 'Moisturizing', 'Active Ingredients': 'Shea butter', 'Material Feature': 'Gluten Free, Natural', 'Item Volume': '8 Fluid Ounces', 'Product Dimensions': '8 x 2.8 x 2 inches; 8.8 Ounces', 'UPC': '856885005148', 'Manufacturer': 'South Of France LLC'}",B07PZ8JNWJ
